0	80.1611	
1	79.1403	
2	84.5826	
3	88.7525	
4	79.4287	
5	73.9356	
6	75.5156	
7	73.4172	
8	74.4658	
9	69.3069	
10	55.5824	
11	42.6349	
12	35.8548	
13	32.8790	
14	34.4157	
15	38.9186	
16	40.7802	
17	40.4364	
18	44.4523	
19	53.6322	
20	61.5486	
21	63.0530	
22	67.1117	
23	74.0510	
24	77.7030	
25	72.1964	
26	60.9465	
27	46.7374	
28	34.2340	
29	25.5872	
30	18.5692	
31	16.5223	
32	18.5538	
33	24.9878	
34	34.1744	
35	46.3198	
36	56.9376	
37	66.8379	
38	70.7984	
39	62.5002	
40	52.8492	
41	45.2992	
42	43.0174	
43	37.6452	
44	27.6263	
45	20.3552	
46	13.9914	
47	13.9960	
48	15.8981	
49	15.4795	
50	18.2030	
51	18.6452	
52	18.8039	
53	20.2075	
54	20.7414	
55	20.5884	
56	19.9541	
57	17.4736	
58	17.7210	
59	25.2587	
60	33.9209	
61	43.5019	
62	52.1741	
63	55.3720	
64	59.7173	
65	62.4000	
66	61.3616	
67	61.6550	
68	65.8185	
69	67.1612	
70	74.2351	
71	79.5179	
72	81.0099	
73	81.1092	
74	79.0024	
75	80.0646	
76	85.2999	
77	94.8354	
78	96.4033	
79	95.0132	
80	87.9265	
81	79.4352	
82	75.7892	
83	66.5876	
84	53.2433	
85	45.9874	
86	42.1335	
87	39.9719	
88	37.6016	
89	43.6706	
90	46.2266	
91	52.7653	
92	59.3826	
93	67.7227	
94	69.9025	
95	77.6065	
96	88.8644	
97	105.3629	
98	119.5490	
99	124.4332	
100	128.3381	
101	123.2811	
102	122.5313	
103	125.8828	
104	108.6690	
105	92.6473	
106	81.3447	
107	69.6499	
108	64.2391	
109	62.6292	
110	54.2355	
111	38.1733	
112	28.2310	
113	21.9808	
114	17.6974	
115	14.7352	
116	11.9955	
117	11.8317	
118	15.3665	
119	18.3581	
120	18.8638	
121	19.3829	
122	20.1311	
123	21.3098	
124	23.3765	
125	28.6767	
126	39.8514	
127	49.1144	
128	59.5208	
129	70.4006	
130	89.5838	
131	102.7788	
132	99.9988	
133	89.2554	
134	75.8044	
135	60.9088	
136	51.3662	
137	49.6136	
138	49.4729	
139	49.1580	
140	52.6003	
141	56.7729	
142	59.7313	
143	58.2309	
144	48.2668	
145	38.3831	
146	29.7881	
147	20.2792	
