# Created by Octave 3.6.3, Fri Dec 14 13:48:18 2012 CET <awebster@mpl-compy>
# name: out
# type: matrix
# rows: 9999
# columns: 2
 -6.283185307179586 0.000193223742435319
 -6.281928418740462 0.0003857283390654572
 -6.280671530301339 0.0005751911021443142
 -6.279414641862215 0.0007593274661933981
 -6.278157753423091 0.0009359224008696815
 -6.276900864983967 0.001102860795804351
 -6.275643976544844 0.001258156358109011
 -6.27438708810572 0.001399978586845703
 -6.273130199666596 0.001526677419520383
 -6.271873311227472 0.001636805182770254
 -6.270616422788349 0.001729135522474202
 -6.269359534349225 0.001802679036643381
 -6.268102645910101 0.001856695387009792
 -6.266845757470977 0.001890701721169883
 -6.265588869031854 0.001904477295726696
 -6.26433198059273 0.001898064250940281
 -6.263075092153606 0.001871764548104672
 -6.261818203714483 0.001826133141139936
 -6.260561315275359 0.001761967512714592
 -6.259304426836235 0.001680293761749324
 -6.258047538397111 0.001582349482246274
 -6.256790649957988 0.001469563722478051
 -6.255533761518864 0.001343534357584517
 -6.25427687307974 0.001206003247009201
 -6.253019984640616 0.001058829580394079
 -6.251763096201493 0.0009039618408227723
 -6.250506207762369 0.0007434088326005063
 -6.249249319323245 0.0005792102315164883
 -6.247992430884121 0.000413407118765921
 -6.246735542444998 0.0002480129554794329
 -6.245478654005874 8.498544302444295e-05
 -6.24422176556675 -7.380030465624842e-05
 -6.242964877127626 -0.0002265768761197891
 -6.241707988688503 -0.0003717075964446225
 -6.240451100249379 -0.0005077071495799716
 -6.239194211810255 -0.0006332595012626296
 -6.237937323371131 -0.000747232882033631
 -6.236680434932008 -0.0008486916405354601
 -6.235423546492884 -0.0009369048306667933
 -6.23416665805376 -0.001011351451117488
 -6.232909769614636 -0.001071722311642477
 -6.231652881175513 -0.00111791855593613
 -6.230395992736389 -0.001150046925410733
 -6.229139104297265 -0.001168411900586113
 -6.227882215858141 -0.00117350490619136
 -6.226625327419018 -0.001165990811858245
 -6.225368438979894 -0.001146692001503566
 -6.22411155054077 -0.001116570320635705
 -6.222854662101646 -0.001076707241238851
 -6.221597773662523 -0.001028282608173067
 -6.220340885223399 -0.0009725523487983356
 -6.219083996784275 -0.0009108255385430693
 -6.217827108345151 -0.0008444412193524156
 -6.216570219906028 -0.0007747453652336142
 -6.215313331466904 -0.0007030683797649888
 -6.21405644302778 -0.0006307034945035016
 -6.212799554588656 -0.0005588864152462017
 -6.211542666149533 -0.0004887765353633612
 -6.210285777710409 -0.0004214400026214342
 -6.209028889271285 -0.000357834888559432
 -6.207772000832161 -0.0002987986683790165
 -6.206515112393038 -0.0002450381751468113
 -6.205258223953914 -0.0001971221457843158
 -6.204001335514791 -0.0001554764285657744
 -6.202744447075666 -0.0001203818736455009
 -6.201487558636543 -9.197488024032835e-05
 -6.20023067019742 -7.02505274162166e-05
 -6.198973781758296 -5.506817075636552e-05
 -6.197716893319172 -4.615934530117806e-05
 -6.196460004880048 -4.313777671467027e-05
 -6.195203116440925 -4.551126843252995e-05
 -6.193946228001801 -5.269520289039889e-05
 -6.192689339562677 -6.402737059848545e-05
 -6.191432451123553 -7.878382194205672e-05
 -6.19017556268443 -9.619542353494049e-05
 -6.188918674245306 -0.00011546479389781
 -6.187661785806182 -0.0001357832921867207
 -6.186404897367058 -0.0001563477386402389
 -6.185148008927935 -0.0001763765561411907
 -6.183891120488811 -0.0001951250386210529
 -6.182634232049687 -0.0002118994734354792
 -6.181377343610563 -0.0002260698711228563
 -6.18012045517144 -0.0002370810862480935
 -6.178863566732316 -0.0002444621470796104
 -6.177606678293192 -0.0002478336486539015
 -6.176349789854068 -0.0002469131029066645
 -6.175092901414945 -0.0002415181800740983
 -6.173836012975821 -0.0002315678167830609
 -6.172579124536697 -0.000217081207405289
 -6.171322236097573 -0.0001981747355679419
 -6.17006534765845 -0.0001750569414303302
 -6.168808459219326 -0.0001480216568127763
 -6.167551570780202 -0.0001174394737707368
 -6.166294682341078 -8.37477422323801e-05
 -6.165037793901955 -4.743931827100291e-05
 -6.163780905462831 -9.050306068396877e-06
 -6.162524017023707 3.085294673486042e-05
 -6.161267128584583 7.168732905406052e-05
 -6.16001024014546 0.000112866644220668
 -6.158753351706336 0.0001538152072014727
 -6.157496463267212 0.0001939810870526895
 -6.156239574828088 0.0002328487299679981
 -6.154982686388965 0.0002699507127161718
 -6.153725797949841 0.0003048783953529133
 -6.152468909510717 0.0003372912653185288
 -6.151212021071593 0.0003669247921033327
 -6.14995513263247 0.0003935966418460773
 -6.148698244193346 0.000417211134108728
 -6.147441355754222 0.0004377618578392052
 -6.146184467315098 0.0004553323996922437
 -6.144927578875975 0.000470095174550723
 -6.143670690436851 0.0004823083847941644
 -6.142413801997727 0.0004923111707276576
 -6.141156913558603 0.0005005170490029336
 -6.13990002511948 0.0005074057683315003
 -6.138643136680356 0.0005135137414531979
 -6.137386248241232 0.0005194232389205516
