# Created by Octave 3.6.3, Fri Dec 14 13:47:25 2012 CET <awebster@mpl-compy>
# name: out
# type: matrix
# rows: 9999
# columns: 2
 -6.283185307179586 0.0001342900302489182
 -6.281928418740462 0.0002682621473371601
 -6.280671530301339 0.000400958346808154
 -6.279414641862215 0.0005314300976439535
 -6.278157753423091 0.0006587461807093217
 -6.276900864983967 0.0007820003744634791
 -6.275643976544844 0.0009003189182368662
 -6.27438708810572 0.001012867685516542
 -6.273130199666596 0.00111885900245402
 -6.271873311227472 0.001217558050228723
 -6.270616422788349 0.001308288793886951
 -6.269359534349225 0.001390439384850315
 -6.268102645910101 0.001463466989327234
 -6.266845757470977 0.001526902000355678
 -6.265588869031854 0.001580351597161854
 -6.26433198059273 0.001623502621716438
 -6.263075092153606 0.001656123748917057
 -6.261818203714483 0.001678066933573599
 -6.260561315275359 0.001689268124204805
 -6.259304426836235 0.001689747240680617
 -6.258047538397111 0.001679607419623139
 -6.256790649957988 0.001659033538443665
 -6.255533761518864 0.001628290035607262
 -6.25427687307974 0.001587718051314129
 -6.253019984640616 0.001537731919065269
 -6.251763096201493 0.001478815044572993
 -6.250506207762369 0.001411515214047539
 -6.249249319323245 0.00133643937907875
 -6.247992430884121 0.001254247969957217
 -6.246735542444998 0.001165648793446447
 -6.245478654005874 0.001071390574572162
 -6.24422176556675 0.0009722562049495703
 -6.242964877127626 0.000869055762503522
 -6.241707988688503 0.0007626193691219408
 -6.240451100249379 0.0006537899538000323
 -6.239194211810255 0.0005434159891598045
 -6.237937323371131 0.0004323442689473489
 -6.236680434932008 0.0003214127930745702
 -6.235423546492884 0.0002114438251851304
 -6.23416665805376 0.0001032371854277029
 -6.232909769614636 -2.436161726329497e-06
 -6.231652881175513 -0.000104840168212171
 -6.230395992736389 -0.0002032793592180751
 -6.229139104297265 -0.0002971040381493788
 -6.227882215858141 -0.0003857149966010235
 -6.226625327419018 -0.0004685676915154226
 -6.225368438979894 -0.0005451758572654966
 -6.22411155054077 -0.0006151145263163338
 -6.222854662101646 -0.0006780224381697265
 -6.221597773662523 -0.0007336038225079129
 -6.220340885223399 -0.0007816295487894525
 -6.219083996784275 -0.0008219376408257559
 -6.217827108345151 -0.0008544331611705566
 -6.216570219906028 -0.0008790874762744544
 -6.215313331466904 -0.0008959369193571856
 -6.21405644302778 -0.0009050808736858097
 -6.212799554588656 -0.000906679304392751
 -6.211542666149533 -0.0009009497720902337
 -6.210285777710409 -0.0008881639662258448
 -6.209028889271285 -0.0008686438004112919
 -6.207772000832161 -0.0008427571157457583
 -6.206515112393038 -0.0008109130414281221
 -6.205258223953914 -0.0007735570646963371
 -6.204001335514791 -0.0007311658643016982
 -6.202744447075666 -0.0006842419632862316
 -6.201487558636543 -0.0006333082578784492
 -6.20023067019742 -0.0005789024796539148
 -6.198973781758296 -0.0005215716479631941
 -6.197716893319172 -0.0004618665688055385
 -6.196460004880048 -0.0004003364349795783
 -6.195203116440925 -0.0003375235804363775
 -6.193946228001801 -0.000273958439300876
 -6.192689339562677 -0.0002101547571224661
 -6.191432451123553 -0.0001466050984879014
 -6.19017556268443 -8.377669135196533e-05
 -6.188918674245306 -2.210764424135036e-05
 -6.187661785806182 3.79964320359062e-05
 -6.186404897367058 9.616537128147984e-05
 -6.185148008927935 0.0001520669455480208
 -6.183891120488811 0.000205408888823976
 -6.182634232049687 0.0002559404393180146
 -6.181377343610563 0.0003034533942266367
 -6.18012045517144 0.0003477826761868008
 -6.178863566732316 0.0003888064158345575
 -6.177606678293192 0.000426445560032442
 -6.176349789854068 0.0004606630202698788
 -6.175092901414945 0.0004914623804697266
 -6.173836012975821 0.0005188861878560732
 -6.172579124536697 0.0005430138547028778
 -6.171322236097573 0.0005639592025258408
 -6.17006534765845 0.0005818676836480856
 -6.168808459219326 0.0005969133180358693
 -6.167551570780202 0.0006092953857625077
 -6.166294682341078 0.0006192349174833239
 -6.165037793901955 0.0006269710268152479
 -6.163780905462831 0.0006327571295242401
 -6.162524017023707 0.0006368570949372462
 -6.161267128584583 0.0006395413749828514
 -6.16001024014546 0.0006410831557462908
 -6.158753351706336 0.0006417545754599205
 -6.157496463267212 0.0006418230513402226
 -6.156239574828088 0.0006415477557806504
 -6.154982686388965 0.0006411762800628265
 -6.153725797949841 0.0006409415210010103
 -6.152468909510717 0.0006410588228242451
 -6.151212021071593 0.0006417234032072452
 -6.14995513263247 0.000643108088627283
 -6.148698244193346 0.0006453613803314192
 -6.147441355754222 0.0006486058680372724
 -6.146184467315098 0.000652937004269903
 -6.144927578875975 0.0006584222478697589
 -6.143670690436851 0.0006651005808212622
 -6.142413801997727 0.0006729823981812924
 -6.141156913558603 0.0006820497665645401
 -6.13990002511948 0.0006922570424321964
 -6.138643136680356 0.0007035318373727564
 -6.137386248241232 0.0007157763136977363
 -6.136129359802108 0.0007288687900629563
 -6.134872471362985 0.0007426656334524305
 -6.133615582923861 0.0007570034108736494
 -6.132358694484737 0.000771701271350006
 -6.131101806045614 0.0007865635265339619
 -6.12984491760649 0.0008013823962927766
 -6.128588029167366 0.0008159408840830736
 -6.127331140728242 0.0008300157458578308
 -6.126074252289119 0.0008433805155303978
 -6.124817363849995 0.0008558085497968579
 -6.123560475410871 0.0008670760552900795
 -6.122303586971747 0.000876965061643932
 -6.121046698532624 0.0008852663050601806
 -6.1197898100935 0.0008917819883946826
 -6.118532921654376 0.0008963283855347558
 -6.117276033215252 0.0008987382600197641
 -6.116019144776129 0.0008988630702739456
 -6.114762256337005 0.0008965749365989497
 -6.113505367897881 0.0008917683480730422
 -6.112248479458757 0.0008843615907334394
 -6.110991591019634 0.0008742978818177321
 -6.10973470258051 0.0008615461984083078
 -6.108477814141386 0.0008461017924480177
 -6.107220925702262 0.0008279863878203185
 -6.105964037263139 0.0008072480589029907
 -6.104707148824015 0.000783960793663612
 -6.103450260384891 0.0007582237480208342
 -6.102193371945767 0.0007301602016881884
 -6.100936483506644 0.000699916229063337
 -6.09967959506752 0.0006676591019008311
 -6.098422706628396 0.0006335754434778199
 -6.097165818189272 0.0005978691566369303
 -6.095908929750149 0.0005607591505083156
 -6.094652041311025 0.0005224768928576688
 -6.093395152871901 0.0004832638167754666
 -6.092138264432777 0.0004433686118733829
 -6.090881375993654 0.0004030444312562457
 -6.08962448755453 0.0003625460462787105
 -6.088367599115406 0.0003221269814438751
 -6.087110710676282 0.0002820366618133901
 -6.085853822237159 0.0002425176049225936
 -6.084596933798035 0.0002038026884931066
 -6.083340045358911 0.000166112524142568
 -6.082083156919787 0.0001296529659198908
 -6.080826268480664 9.461278079717608e-05
 -6.07956938004154 6.116150622958979e-05
 -6.078312491602416 2.944751770533643e-05
 -6.077055603163292 -4.036733418651822e-07
 -6.075798714724169 -2.829087350461459e-05
 -6.074541826285045 -5.4138398397991e-05
 -6.073284937845921 -7.789698878699808e-05
 -6.072028049406797 -9.954444304777465e-05
 -6.070771160967674 -0.0001190859603116624
 -6.06951427252855 -0.0001365541918433959
 -6.068257384089426 -0.0001520090013487205
 -6.067000495650302 -0.0001655369380721839
 -6.065743607211179 -0.0001772504295888048
 -6.064486718772055 -0.0001872867041450467
 -6.063229830332931 -0.0001958064552091317
 -6.061972941893807 -0.0002029922635534314
 -6.060716053454684 -0.0002090467945940368
 -6.05945916501556 -0.0002141907909750317
 -6.058202276576436 -0.0002186608823478661
 -6.056945388137312 -0.000222707235996381
 -6.055688499698189 -0.0002265910734458253
 -6.054431611259065 -0.0002305820792972838
 -6.053174722819941 -0.000234955729427197
 -6.051917834380817 -0.0002399905662260174
 -6.050660945941694 -0.0002459654488080175
 -6.04940405750257 -0.0002531568060738607
 -6.048147169063446 -0.0002618359201638715
 -6.046890280624322 -0.0002722662672151564
 -6.045633392185199 -0.0002847009414083024
 -6.044376503746076 -0.0002993801871362783
