# Created by Octave 3.6.3, Fri Dec 14 13:58:18 2012 CET <awebster@mpl-compy>
# name: out
# type: matrix
# rows: 9999
# columns: 2
 -6.283185307179586 0.000144145788820145
 -6.281928418740462 0.000288216956169814
 -6.280671530301339 0.0004319813590663186
 -6.279414641862215 0.0005752074090924158
 -6.278157753423091 0.0007176645380451136
 -6.276900864983967 0.0008591236613372695
 -6.275643976544844 0.0009993576380617304
 -6.27438708810572 0.001138141726744385
 -6.273130199666596 0.001275254035708422
 -6.271873311227472 0.001410475966998833
 -6.270616422788349 0.001543592652971921
 -6.269359534349225 0.001674393384428229
 -6.268102645910101 0.00180267202943686
 -6.266845757470977 0.001928227441850749
 -6.265588869031854 0.002050863858598064
 -6.26433198059273 0.002170391284867687
 -6.263075092153606 0.002286625866327133
 -6.261818203714483 0.002399390247531187
 -6.260561315275359 0.002508513915721942
 -6.259304426836235 0.002613833529275088
 -6.258047538397111 0.002715193230031024
 -6.256790649957988 0.002812444938840397
 -6.255533761518864 0.002905448633687487
 -6.25427687307974 0.00299407260975349
 -6.253019984640616 0.003078193720877068
 -6.251763096201493 0.003157697601862846
 -6.250506207762369 0.003232478871205468
 -6.249249319323245 0.0033024413137617
 -6.247992430884121 0.003367498042993851
 -6.246735542444998 0.003427571642485147
 -6.245478654005874 0.003482594286388902
 -6.24422176556675 0.00353250783860498
 -6.242964877127626 0.003577263930521667
 -6.241707988688503 0.003616824017142694
 -6.240451100249379 0.003651159411548608
 -6.239194211810255 0.003680251297652115
 -6.237937323371131 0.003704090721258244
 -6.236680434932008 0.00372267855951904
 -6.235423546492884 0.003736025468886463
 -6.23416665805376 0.003744151811727781
 -6.232909769614636 0.00374708756186621
 -6.231652881175513 0.003744872189264131
 -6.230395992736389 0.003737554524204521
 -6.229139104297265 0.003725192601320969
 -6.227882215858141 0.003707853483900033
 -6.226625327419018 0.003685613068907531
 -6.225368438979894 0.003658555873246369
 -6.22411155054077 0.003626774801790554
 -6.222854662101646 0.00359037089779486
 -6.221597773662523 0.003549453076292483
 -6.220340885223399 0.003504137841164912
 -6.219083996784275 0.003454548986587275
 -6.217827108345151 0.003400817283564226
 -6.216570219906028 0.003343080152386165
 -6.215313331466904 0.003281481321749483
 -6.21405644302778 0.003216170475428267
 -6.212799554588656 0.003147302887317103
 -6.211542666149533 0.00307503904576526
 -6.210285777710409 0.002999544268104354
 -6.209028889271285 0.002920988306293742
 -6.207772000832161 0.002839544944638559
 -6.206515112393038 0.002755391590559936
 -6.205258223953914 0.002668708859385411
 -6.204001335514791 0.002579680154147014
 -6.202744447075666 0.002488491241409695
 -6.201487558636543 0.002395329824113793
 -6.20023067019742 0.002300385112462112
 -6.198973781758296 0.002203847393857077
 -6.197716893319172 0.002105907602901262
 -6.196460004880048 0.002006756892473809
 -6.195203116440925 0.001906586206890844
 -6.193946228001801 0.001805585858132144
 -6.192689339562677 0.001703945106119865
 -6.191432451123553 0.001601851744053553
 -6.19017556268443 0.001499491689711536
 -6.188918674245306 0.001397048583689319
 -6.187661785806182 0.001294703395478135
 -6.186404897367058 0.001192634038304317
 -6.185148008927935 0.001091014993568972
 -6.183891120488811 0.0009900169457587576
 -6.182634232049687 0.0008898064286391902
 -6.181377343610563 0.0007905454835260334
 -6.18012045517144 0.0006923913303807873
 -6.178863566732316 0.0005954960524465467
 -6.177606678293192 0.00050000629514319
 -6.176349789854068 0.0004060629798340849
 -6.175092901414945 0.0003138010330901811
 -6.173836012975821 0.0002233491320474503
 -6.172579124536697 0.000134829466337072
 -6.171322236097573 4.835751712688321e-05
 -6.17006534765845 -3.595814631434546e-05
 -6.168808459219326 -0.0001180160521161904
 -6.167551570780202 -0.0001977219930186562
 -6.166294682341078 -0.0002749891749857587
 -6.165037793901955 -0.0003497383469548111
 -6.163780905462831 -0.000421897911524929
 -6.162524017023707 -0.0004914040163939528
 -6.161267128584583 -0.0005582006264319085
 -6.16001024014546 -0.0006222395763341746
 -6.158753351706336 -0.0006834806038071685
 -6.157496463267212 -0.0007418913633312232
 -6.156239574828088 -0.0007974474205527962
 -6.154982686388965 -0.0008501322274383711
 -6.153725797949841 -0.0008999370783641842
 -6.152468909510717 -0.0009468610473258303
 -6.151212021071593 -0.0009909109065487634
 -6.14995513263247 -0.00103210102680082
 -6.148698244193346 -0.001070453259734194
 -6.147441355754222 -0.001105996802671874
 -6.146184467315098 -0.001138768046244142
 -6.144927578875975 -0.001168810405368121
 -6.143670690436851 -0.00119617413406043
 -6.142413801997727 -0.001220916124649442
 -6.141156913558603 -0.001243099691948884
 -6.13990002511948 -0.001262794343035698
 -6.138643136680356 -0.001280075533271753
 -6.137386248241232 -0.001295024409242719
 -6.136129359802108 -0.001307727539339092
 -6.134872471362985 -0.001318276632718829
 -6.133615582923861 -0.001326768247407116
 -6.132358694484737 -0.00133330348832758
 -6.131101806045614 -0.001337987696063989
 -6.12984491760649 -0.00134093012719772
 -6.128588029167366 -0.001342243627061481
 -6.127331140728242 -0.001342044295746653
 -6.126074252289119 -0.001340451148273829
 -6.124817363849995 -0.001337585769778965
 -6.123560475410871 -0.001333571966623444
 -6.122303586971747 -0.001328535414313197
 -6.121046698532624 -0.001322603303144625
 -6.1197898100935 -0.001315903982454784
 -6.118532921654376 -0.001308566604388728
 -6.117276033215252 -0.001300720768087377
 -6.116019144776129 -0.001292496165169421
 -6.114762256337005 -0.001284022227406998
 -6.113505367897881 -0.001275427777452661
 -6.112248479458757 -0.001266840683498328
 -6.110991591019634 -0.001258387518681504
 -6.10973470258051 -0.001250193226098871
 -6.108477814141386 -0.001242380790225492
 -6.107220925702262 -0.001235070915521113
 -6.105964037263139 -0.00122838171300385
 -6.104707148824015 -0.001222428395528932
 -6.103450260384891 -0.001217322982492154
 -6.102193371945767 -0.001213174014643328
 -6.100936483506644 -0.001210086279667316
 -6.09967959506752 -0.001208160549170532
