0	-1.8383	
1	-0.7622	
2	-0.4315	
3	-2.6978	
4	-3.8172	
5	-2.7314	
6	-2.0896	
7	-0.1970	
8	3.0494	
9	6.8731	
10	13.6859	
11	21.0776	
12	28.5547	
13	30.5264	
14	30.6750	
15	31.2536	
16	30.1189	
17	30.0594	
18	28.4602	
19	23.1985	
20	18.1009	
21	14.6641	
22	10.2552	
23	5.9467	
24	3.3828	
25	0.6354	
26	-2.0863	
27	-3.6931	
28	-4.2451	
29	-2.8898	
30	-0.7440	
31	3.0938	
32	6.0893	
33	7.2231	
34	7.0157	
35	5.1304	
36	5.2610	
37	5.0444	
38	2.9341	
39	1.5864	
40	-0.1706	
41	-0.9765	
42	-1.3514	
43	-1.8048	
44	-1.8229	
45	-2.2520	
46	-3.6335	
47	-3.4842	
48	-3.7734	
49	-2.9629	
50	-1.3740	
51	1.0785	
52	3.4707	
53	6.7008	
54	9.7480	
55	13.7092	
56	17.8425	
57	19.8484	
58	16.8539	
59	13.9875	
60	10.5701	
61	6.2135	
62	1.5726	
63	-1.5831	
64	-2.2007	
65	-3.7271	
66	-5.8944	
67	-6.4023	
68	-5.5619	
69	-2.5653	
70	2.6618	
71	8.2731	
72	12.2943	
73	13.0217	
74	12.0327	
75	12.0778	
76	11.7615	
77	10.8078	
78	11.6263	
79	12.1561	
80	10.1627	
81	7.2508	
82	4.1165	
83	2.9245	
84	1.7391	
85	1.8927	
86	3.0891	
87	4.2415	
88	7.0716	
89	9.5217	
90	10.9579	
91	12.5271	
92	13.0062	
93	11.8078	
94	9.3928	
95	7.0012	
96	6.5174	
97	5.0934	
98	3.6514	
99	2.0421	
100	1.2614	
101	-1.4234	
102	-2.4767	
103	-2.5452	
104	-3.8774	
105	-4.3463	
106	-4.2018	
107	-3.0833	
108	-2.8081	
109	-2.1975	
110	-2.5493	
111	-1.8240	
112	-0.7544	
113	0.2403	
114	-0.7447	
115	-1.5411	
116	-1.3294	
117	-1.2401	
118	-1.9555	
119	-3.9179	
120	-4.7909	
121	-5.4178	
122	-4.5341	
123	-3.4236	
124	-2.5639	
125	-1.7600	
126	0.1025	
127	2.5582	
128	4.9891	
