0	8121319.706181	30227351.894627
1	10996096.631103	35754793.850366
2	13712622.839011	42858838.432717
3	15168221.276911	44865610.878702
4	16530945.540201	44236661.014943
5	21188264.548012	50474540.007536
6	30895552.907431	61504262.823933
7	42257331.769818	71519389.208574
8	48839173.132170	78289388.730459
9	47355089.974340	76994189.429834
10	40667491.670578	68708215.962137
11	34288296.262672	61940589.659010
12	31117353.768626	57254229.130028
13	30246452.262256	58535236.150732
14	29618458.616837	60084991.395140
15	28305616.224964	60908805.406452
16	26297695.532353	59945426.045885
17	23323142.248443	55649688.465581
18	18793679.949705	47470513.859638
19	13029630.735944	38019770.653882
20	8043460.922333	28379731.145363
21	6215480.041980	23207833.954734
22	7766115.256745	28298175.751705
23	10371146.451793	36230922.686501
24	12278810.943963	42035043.260799
25	15116040.986544	47344037.889095
26	21857343.647692	54887857.601142
27	31839330.787946	65767939.775967
28	39572624.073481	72087759.841377
29	39594715.100835	69671506.472671
30	31643554.207905	61317473.215189
31	20323462.916572	46998595.464609
32	10698111.422033	32001507.961644
33	5180914.215882	20353284.994809
34	3590728.313596	16331662.807992
35	4270345.971771	18807721.928620
36	4995225.323313	20957766.921985
37	4367058.456791	19445510.203610
38	3278118.970282	14435794.614695
39	4424885.456588	18991580.290946
40	9576302.363853	31946358.900232
41	17327992.129073	43922375.531967
42	23861042.722069	52508393.154808
43	25915404.222837	55775732.515946
44	23035327.192507	52650244.569857
45	17339611.182010	46538349.698187
46	11598374.131990	37648356.645833
47	7505860.760354	28883012.380375
48	5266280.059066	22891440.037740
49	4259329.034579	19640834.025860
50	3854587.933307	17998357.244319
51	3717181.842367	17486099.724969
52	3680438.872837	17528058.336530
53	3645891.114842	17064766.468773
54	3689862.930086	16350742.730718
55	4112116.548792	17117164.938407
56	5195695.655493	20172067.834390
57	6875235.866372	25403482.321769
58	8696266.919934	30145073.083048
59	10123947.947328	33374226.181710
60	10868814.425957	36153775.828824
61	10935038.161232	38055860.386954
62	10462343.372201	37003618.979491
63	9634942.225882	33231007.583330
64	8751647.708656	29439037.200881
65	8267316.046215	27952428.687099
66	8598949.036495	29203738.494521
67	9768663.100597	33595972.962139
68	11219542.653157	38139074.921736
69	12085960.160997	40805974.911281
70	11827581.902464	40348576.773479
71	10756301.920658	37913326.346716
72	9963178.045426	34829777.504461
73	10581912.726860	33433108.771630
74	12887868.474769	36358987.160197
75	15924579.458443	42434331.483865
76	17962591.717519	46468720.684294
77	17471851.626149	45738037.825443
78	14008856.216900	39350131.173317
79	8659652.696051	27996469.946177
80	4005625.077492	16183365.540449
81	3535351.953620	15590775.105665
82	10245608.258579	35197779.998541
83	24567641.497351	61976507.212954
84	42801364.040064	87214946.311360
85	57806447.651861	105088159.837269
86	62524777.155142	110462181.561654
87	54424985.764164	102395126.208576
88	37486507.243921	85266327.307421
89	19815675.495089	59494306.068222
90	8517389.835086	33339234.619334
91	5767870.234851	22512388.232799
92	8837782.447592	28971312.361490
93	13311977.930735	38072813.632242
94	16403358.509318	43376295.931490
95	18030795.737650	46547058.456485
96	19809644.439966	48945636.637945
97	23508731.169405	53850117.982338
98	29960518.139602	61937650.145339
99	38393560.739957	71402541.340620
100	46189757.643306	78865715.712450
101	49655078.021868	80365538.247160
102	46039907.512574	76105722.593188
103	35659382.923138	67093464.974791
104	22234582.873932	52028086.593777
105	10780716.762891	33331565.709867
106	4539958.529891	17811452.814695
107	3360411.728742	12609034.910927
108	4618292.321380	17980633.388497
109	5609836.782564	20985224.749673
110	5360618.969553	20217918.216308
111	4692380.848905	19653897.772360
112	5033220.444657	21828302.210423
113	7274005.017110	28583641.773109
114	11458557.160806	38997105.730961
115	17099487.706602	49375748.835167
116	23501243.285287	57474839.043341
117	29777846.392989	63315290.573400
118	34704010.517022	67206743.375067
119	36789491.403703	68937877.507100
120	34917012.190695	67206942.882008
121	29312045.272154	61597591.395386
122	21855249.270344	53172983.900219
123	15024256.092800	43640959.799693
124	10285062.428875	35628834.194745
125	7568350.668685	29585941.886747
126	6140721.104689	25291628.149344
127	5541967.154352	22599876.729333
128	5656280.766329	22500186.270400
129	6404516.679328	24181532.775824
130	7639469.178114	28617217.921962
131	9044073.654296	33898701.029345
132	9965546.497428	38160031.615363
133	9672746.718696	37265702.890213
134	8105048.201720	30465080.533101
135	6436288.198849	24181104.690683
136	6873947.028479	25150894.898035
137	11616791.413378	36180401.650210
138	21332744.301346	53530508.801844
139	34190857.363323	71210406.632084
140	46579302.661921	84865859.010617
141	55126919.053549	93709957.365122
142	58174079.258961	94147888.763542
143	55727050.382644	89577854.067628
144	48842830.648921	84112744.537750
145	39392225.472870	74836852.106251
146	29763858.128141	64234027.703242
147	21948976.525131	54986118.432031
148	16597565.493223	47082422.406330
149	12997210.364912	41193134.916051
150	10042820.893057	34740613.308945
151	7348067.729898	27455444.507307
152	5513347.530088	21574214.427615
153	5309994.878738	20874718.296882
154	6667230.261173	25680497.506374
155	8623533.720717	31644424.073134
156	10303992.549721	36827288.643562
157	11869902.503585	40733633.890362
158	14590548.001311	43634484.798033
159	20072780.140420	49204186.876573
160	29096223.204858	61005860.404442
161	40567113.739195	76336506.563581
162	51261876.832701	87774287.768212
163	56899268.218931	93518704.235526
164	54312455.144384	90678228.438050
165	43547471.626533	79116888.866434
166	28354470.825007	63352064.742657
167	14320944.435846	42473581.850994
168	5669281.739912	22308139.748817
169	3075653.535191	15279799.565669
170	4162246.954573	20954334.358884
171	6027858.840577	25209015.366538
172	7608511.699369	27685595.539611
173	10165900.743777	30959649.690046
174	15975640.626042	38057364.858211
175	26693508.881232	51701987.292299
176	42794302.086821	65108195.264381
177	63952864.248912	75806449.664763
178	88941496.020296	78737456.254569
179	114423325.142096	75745494.454144
180	134169584.512908	78218107.475016
181	140755674.242245	89052571.757480
182	129623787.950803	93846077.486788
183	102815113.077385	87442910.847593
184	69147971.066083	72643722.607824
185	39683602.380450	57268070.500263
186	21121916.598286	41831870.963235
187	12542709.673127	31278072.685619
188	8630879.334964	27486215.596682
189	5824541.633717	22282790.895875
190	4598127.864338	17238999.670999
191	6452257.430935	21518669.911217
192	10950102.821898	32009265.322213
193	16485860.753148	42664830.877667
194	21881053.936452	51776907.844996
195	25626054.838310	56803536.451671
196	25264293.178026	54824320.530579
197	19906198.084851	46533340.162106
198	12635421.858085	35237824.683165
199	8084377.915891	26058050.542202
200	7550608.238977	25364996.601762
201	8246867.642210	27257748.061685
202	7403939.818245	25340972.258134
203	5339656.576621	21061222.073347
204	4153236.728518	18358554.104117
205	5079248.921593	23227874.173807
206	7846189.204165	29544786.168852
207	11278479.765572	37465594.442573
208	13569182.638491	41059272.448520
209	12957492.105759	38233417.952658
210	9359230.921809	29893493.209480
211	5117528.040687	18731720.774893
212	3415050.376333	12884432.970366
213	5900591.800756	21564841.730904
214	11892734.235034	35836917.298807
215	19240472.418158	47862475.606800
216	25478391.174328	57257862.861366
217	28807172.397785	62768818.774888
218	29002002.364011	62877573.756617
219	27533990.690939	60438536.364398
220	26293601.159501	59640658.943510
221	26051404.229824	61435019.430040
222	26395982.710367	63653963.231677
223	26925879.863032	65388508.142369
224	27772274.203570	66246185.763071
225	28774012.021711	66677970.179537
226	28914539.527564	68178289.634657
227	27361724.300863	66557263.911871
228	24933960.154786	61772011.888690
229	23815535.461299	57346350.092770
230	25452656.906625	57921031.665783
231	28933732.780348	60741340.351957
232	31652771.436087	63114012.989220
233	31461059.233902	61533579.185152
234	28113918.713042	56467571.838209
235	22959809.150963	49883477.435048
236	17669308.000692	43237111.048095
237	13264551.549320	37286521.593693
238	9901629.193740	31927254.213352
239	7190873.658889	26237920.878918
240	4819616.483223	20475235.927505
241	3225879.625062	15955689.887793
242	3759598.313783	17198652.035284
243	7817512.160508	28518263.607655
244	15319139.662546	41815975.089242
245	23853079.104273	51961435.023533
246	29623890.522593	57966231.611841
247	29843648.583473	59699374.161453
248	24791618.403248	57818579.726592
249	17844030.181922	50240765.285099
250	13345448.482448	42186110.741272
251	13849129.612877	41755079.390459
252	18627868.036398	50649702.319406
253	24321542.033697	57365272.635903
254	27118947.588632	58289034.307416
255	25015095.907071	53954455.896191
256	18809074.415258	44160719.619955
257	11354884.546457	31576718.106559
258	5649763.731182	19775058.166172
259	3080223.737009	12503517.979699
260	3027381.329561	13205623.210518
261	3975560.922768	18176640.212140
262	5008449.840656	21114443.461345
263	6287249.808730	25834722.770412
264	8205962.435059	32603814.580068
265	10356916.705351	37977723.484253
266	11616712.348804	39870179.861448
267	11294550.318838	38183004.460802
268	9947709.053240	35283092.450669
269	8829090.361983	32261385.181359
270	8611896.720470	31162590.987205
271	8927516.077624	31145616.436317
272	9170185.530655	31361424.470332
273	9358185.942679	31681677.938003
274	9838007.546475	33294567.533952
275	10331322.326649	36109373.926919
276	9902204.562785	35534777.696988
277	8242160.253634	29908838.725424
278	6691422.742147	24945769.385996
279	7370313.086026	26625154.507673
280	10993940.741151	34670093.101289
281	15705735.661314	43731880.775004
282	18344944.206626	47182907.735699
283	17004759.586786	44041086.637086
284	12467465.660564	35157707.822493
