  -1.0411638e+04  -2.8251000e+03
   2.1546004e+04   2.1010535e+02
   5.1549800e+04   1.0477574e+04
   7.4508365e+04   1.8673283e+04
   1.0267114e+05   2.8464564e+04
   1.4017842e+05   4.4147531e+04
   1.9133613e+05   6.9637199e+04
   2.6258441e+05   1.1635710e+05
   3.6657939e+05   2.1681612e+05
   4.7207637e+05   4.6168423e+05
   3.0429848e+05   1.0064058e+06
  -4.5590626e+05   9.6507107e+05
  -6.5017724e+05   4.7299336e+05
  -5.4293616e+05   2.4175514e+05
  -4.5949699e+05   1.5053167e+05
  -3.9803769e+05   9.4327375e+04
  -3.5044213e+05   7.1838189e+04
  -3.1696929e+05   5.1021824e+04
  -2.9102259e+05   4.0133825e+04
  -2.6953218e+05   3.5664550e+04
  -2.5244982e+05   2.7242821e+04
  -2.3755726e+05   2.5559149e+04
  -2.2720936e+05   2.0435067e+04
  -2.1770220e+05   1.7923429e+04
  -2.0987434e+05   1.7813998e+04
  -2.0187819e+05   1.5207861e+04
  -1.9560044e+05   1.3266044e+04
  -1.9002901e+05   1.2234348e+04
  -1.8432934e+05   1.2007109e+04
  -1.7888492e+05   1.0922627e+04
  -1.7622443e+05   1.0506961e+04
  -1.7225507e+05   8.4149114e+03
  -1.6832391e+05   7.9078103e+03
  -1.6784546e+05   7.6391943e+03
  -1.6634687e+05   7.2968691e+03
  -1.6598458e+05   7.0477660e+03
  -1.6366444e+05   6.7919292e+03
  -1.6072835e+05   6.4917476e+03
  -1.5802727e+05   5.8593890e+03
  -1.5607069e+05   6.0372541e+03
  -1.5373895e+05   5.4527958e+03
  -1.5016756e+05   5.5962253e+03
  -1.4991506e+05   5.5331274e+03
  -1.4457226e+05   4.8747149e+03
  -1.4308126e+05   4.7184779e+03
  -1.4123767e+05   4.6075168e+03
  -1.4005169e+05   4.5030409e+03
  -1.3854807e+05   4.3685662e+03
  -1.3715100e+05   4.3844853e+03
  -1.3651679e+05   4.2363265e+03
  -1.3500922e+05   4.2405561e+03
  -1.3343136e+05   4.1217215e+03
  -1.3202728e+05   4.1536405e+03
  -1.3113544e+05   4.1234398e+03
  -1.2930813e+05   2.9375532e+03
  -1.2886238e+05   4.3454496e+03
  -1.2764760e+05   3.9765053e+03
  -1.2628495e+05   4.2843204e+03
  -1.2528071e+05   4.1929616e+03
  -1.2433893e+05   4.2237819e+03
  -1.2356559e+05   4.0761276e+03
  -1.2299764e+05   4.0223887e+03
  -1.2163054e+05   4.0005808e+03
  -1.2076717e+05   3.3447433e+03
  -1.1996337e+05   3.9118732e+03
  -1.1861471e+05   3.2779103e+03
  -1.1811076e+05   3.2246040e+03
  -1.1757692e+05   3.2306102e+03
  -1.1723107e+05   3.1847087e+03
  -1.1637248e+05   3.1890906e+03
  -1.1563818e+05   3.3135898e+03
  -1.1481140e+05   3.5084380e+03
  -1.1407342e+05   3.4573357e+03
  -1.1341898e+05   3.4723643e+03
  -1.1245545e+05   3.4552167e+03
  -1.1163881e+05   3.3727872e+03
  -1.1081212e+05   3.3918280e+03
  -1.1005775e+05   3.4979617e+03
  -1.0961687e+05   3.7016956e+03
  -1.0892663e+05   3.7589150e+03
  -1.0814973e+05   3.7119557e+03
  -1.0762817e+05   3.6868370e+03
  -1.0681792e+05   3.1157170e+03
  -1.0567723e+05   3.0798161e+03
  -1.0532971e+05   3.2730418e+03
  -1.0433985e+05   3.2824054e+03
  -1.0345646e+05   3.2483708e+03
  -1.0283227e+05   2.7302500e+03
  -1.0170632e+05   2.5674679e+03
  -1.0099753e+05   2.5400911e+03
  -1.0006105e+05   2.5556907e+03
  -9.9644583e+04   2.5594448e+03
  -9.9198307e+04   2.5831685e+03
  -9.8620657e+04   2.7324793e+03
  -9.7809775e+04   2.4001057e+03
  -9.7741453e+04   2.4302187e+03
  -9.6962234e+04   2.5475116e+03
  -9.5993060e+04   2.5444159e+03
  -9.5341782e+04   2.3221716e+03
  -9.4403499e+04   2.3144206e+03
