 5.51649443e+02 1.02842594e-06
 5.51803946e+02 1.07500115e-06
 5.51958450e+02 1.12358265e-06
 5.52112953e+02 1.17426088e-06
 5.52267456e+02 1.22712625e-06
 5.52421960e+02 1.28226921e-06
 5.52576463e+02 1.33978021e-06
 5.52730966e+02 1.39975408e-06
 5.52885469e+02 1.46229366e-06
 5.53039973e+02 1.52750277e-06
 5.53194476e+02 1.59548991e-06
 5.53348979e+02 1.66636954e-06
 5.53503483e+02 1.74025692e-06
 5.53657986e+02 1.81727397e-06
 5.53812489e+02 1.89754872e-06
 5.53966992e+02 1.98121013e-06
 5.54121496e+02 2.06839559e-06
 5.54275999e+02 2.15924780e-06
 5.54430502e+02 2.25391096e-06
 5.54585006e+02 2.35253955e-06
 5.54739509e+02 2.45529255e-06
 5.54894012e+02 2.56233143e-06
 5.55048515e+02 2.67382961e-06
 5.55203019e+02 2.78996400e-06
 5.55357522e+02 2.91091567e-06
 5.55512025e+02 3.03687882e-06
 5.55666529e+02 3.16805030e-06
 5.55821032e+02 3.30463332e-06
 5.55975535e+02 3.44684492e-06
 5.56130038e+02 3.59490409e-06
 5.56284542e+02 3.74903905e-06
 5.56439045e+02 3.90949188e-06
 5.56593548e+02 4.07650627e-06
 5.56748052e+02 4.25033854e-06
 5.56902555e+02 4.43125824e-06
 5.57057058e+02 4.61953673e-06
 5.57211561e+02 4.81546171e-06
 5.57366065e+02 5.01933295e-06
 5.57520568e+02 5.23145287e-06
 5.57675071e+02 5.45214406e-06
 5.57829575e+02 5.68173959e-06
 5.57984078e+02 5.92057680e-06
 5.58138581e+02 6.16901696e-06
 5.58293084e+02 6.42742980e-06
 5.58447588e+02 6.69619216e-06
 5.58602091e+02 6.97570786e-06
 5.58756594e+02 7.26638715e-06
 5.58911098e+02 7.56865158e-06
 5.59065601e+02 7.88295162e-06
 5.59220104e+02 8.20974247e-06
 5.59374607e+02 8.54949614e-06
 5.59529111e+02 8.90271420e-06
 5.59683614e+02 9.26990190e-06
 5.59838117e+02 9.65158797e-06
 5.59992621e+02 1.00483300e-05
 5.60147124e+02 1.04606892e-05
 5.60301627e+02 1.08892577e-05
 5.60456130e+02 1.13346547e-05
 5.60610634e+02 1.17975039e-05
 5.60765137e+02 1.22784683e-05
 5.60919640e+02 1.27782348e-05
 5.61074144e+02 1.32974974e-05
 5.61228647e+02 1.38369975e-05
 5.61383150e+02 1.43974966e-05
 5.61537654e+02 1.49797681e-05
 5.61692157e+02 1.55846401e-05
 5.61846660e+02 1.62129562e-05
 5.62001163e+02 1.68655797e-05
 5.62155667e+02 1.75434339e-05
 5.62310170e+02 1.82474534e-05
 5.62464673e+02 1.89786032e-05
 5.62619177e+02 1.97379107e-05
