 -5.00000000e-01 0.00000000e+00 0.00000000e+00
 -4.89898990e-01 4.70003770e-06 -2.32762957e-06
 -4.79797980e-01 -1.50290838e-08 4.04767029e-07
 -4.69696970e-01 1.49094967e-06 5.76144174e-09
 -4.59595960e-01 1.61818130e-06 -1.14982090e-06
 -4.49494949e-01 5.28456618e-06 -3.73359043e-06
 -4.39393939e-01 3.08820971e-06 -9.79026822e-07
 -4.29292929e-01 3.59467299e-08 -7.98084242e-08
 -4.19191919e-01 3.17830825e-06 -2.73844315e-06
 -4.09090909e-01 4.79457883e-06 -2.36639352e-06
 -3.98989899e-01 3.12300622e-06 -1.05071163e-07
 -3.88888889e-01 1.68238588e-06 3.60798375e-06
 -3.78787879e-01 2.69104368e-06 4.38345635e-06
 -3.68686869e-01 -1.96075300e-07 9.21280895e-06
 -3.58585859e-01 -5.61378021e-06 1.21219137e-05
 -3.48484848e-01 -1.64405754e-05 1.32733153e-05
 -3.38383838e-01 -3.20707462e-05 9.93936672e-06
 -3.28282828e-01 -4.89917691e-05 -1.52751063e-06
 -3.18181818e-01 -6.59017334e-05 -2.58268735e-05
 -3.08080808e-01 -7.54589588e-05 -6.37449032e-05
 -2.97979798e-01 -7.50422949e-05 -1.17136802e-04
 -2.87878788e-01 -5.02987960e-05 -1.85837068e-04
 -2.77777778e-01 -1.68680242e-06 -2.60116836e-04
 -2.67676768e-01 9.48531454e-05 -3.37439584e-04
 -2.57575758e-01 2.32789330e-04 -3.98301622e-04
 -2.47474747e-01 4.18989016e-04 -4.29751724e-04
 -2.37373737e-01 6.48164906e-04 -4.12764982e-04
 -2.27272727e-01 9.10423302e-04 -3.31590707e-04
 -2.17171717e-01 1.19590473e-03 -1.76245509e-04
 -2.07070707e-01 1.49295654e-03 6.03723021e-05
 -1.96969697e-01 1.78017948e-03 3.90375537e-04
 -1.86868687e-01 2.06013289e-03 8.07582188e-04
 -1.76767677e-01 2.30885119e-03 1.32717691e-03
 -1.66666667e-01 2.53089163e-03 1.94722627e-03
 -1.56565657e-01 2.72103242e-03 2.67576874e-03
