  -9.4974874e-07   0.0000000e+00   0.0000000e+00
  -9.3056190e-07  -5.8242863e-02   7.6614894e-02
  -9.1137506e-07   6.6003940e-03   1.4419512e-01
  -8.9218821e-07  -9.4255593e-02   2.4470686e-01
  -8.7300137e-07  -1.6967246e-01   3.2654770e-01
  -8.5381453e-07  -1.3324457e-01   4.0274835e-01
  -8.3462768e-07  -3.7992488e-01   5.0511489e-01
  -8.1544084e-07  -4.4064412e-01   5.4204821e-01
  -7.9625400e-07  -5.8015988e-01   6.5630202e-01
  -7.7706715e-07  -7.2246827e-01   6.8426190e-01
  -7.5788031e-07  -8.9542071e-01   7.0864774e-01
  -7.3869347e-07  -1.2167060e+00   6.9239593e-01
  -7.1950662e-07  -1.6149741e+00   6.9476349e-01
  -7.0031978e-07  -2.0112534e+00   5.7688782e-01
  -6.8113294e-07  -2.2613306e+00   3.6629022e-01
  -6.6194609e-07  -2.8299448e+00   1.0060829e-01
  -6.4275925e-07  -3.2891905e+00  -3.1336975e-01
  -6.2357241e-07  -3.7081055e+00  -8.6153040e-01
  -6.0438556e-07  -4.0207836e+00  -1.5885235e+00
  -5.8519872e-07  -4.3786030e+00  -2.5173990e+00
  -5.6601188e-07  -4.6413538e+00  -3.6069123e+00
  -5.4682503e-07  -4.9327791e+00  -4.9099562e+00
  -5.2763819e-07  -4.7701739e+00  -6.4874466e+00
  -5.0845135e-07  -4.3672376e+00  -8.3093872e+00
  -4.8926450e-07  -3.4820879e+00  -1.0399251e+01
  -4.7007766e-07  -2.2652033e+00  -1.2621583e+01
  -4.5089082e-07  -3.8895723e-01  -1.5035675e+01
  -4.3170397e-07   2.1662594e+00  -1.7472227e+01
  -4.1251713e-07   5.7391914e+00  -1.9899522e+01
  -3.9333029e-07   1.0192073e+01  -2.2085531e+01
  -3.7414344e-07   1.5740548e+01  -2.3842921e+01
  -3.5495660e-07   2.2754982e+01  -2.4894610e+01
  -3.3576976e-07   3.0972402e+01  -2.4898556e+01
  -3.1658291e-07   4.0597119e+01  -2.3492011e+01
  -2.9739607e-07   5.1455557e+01  -2.0123735e+01
  -2.7820923e-07   6.3819949e+01  -1.4289898e+01
  -2.5902238e-07   7.7032937e+01  -5.5672944e+00
  -2.3983554e-07   9.1481212e+01   7.1041082e+00
  -2.2064870e-07   1.0609179e+02   2.4177678e+01
  -2.0146185e-07   1.2160218e+02   4.7091329e+01
  -1.8227501e-07   1.3596237e+02   7.6491467e+01
  -1.6308817e-07   1.4957305e+02   1.1408278e+02
  -1.4390132e-07   1.6162307e+02   1.6327577e+02
  -1.2471448e-07   1.6904848e+02   2.2433718e+02
  -1.0552764e-07   1.7167240e+02   3.0606342e+02
  -8.6340795e-08   1.6539947e+02   4.1712375e+02
  -6.7153952e-08   1.4202644e+02   5.7282332e+02
  -4.7967108e-08   8.3883027e+01   8.0102991e+02
  -2.8780265e-08  -7.0555833e+01   1.2123876e+03
  -9.5934217e-09  -8.2339384e+02   2.3524705e+03
   9.5934217e-09  -1.7276708e+04   2.7079859e+03
   2.8780265e-08  -1.2489472e+04   8.2889117e+02
   4.7967108e-08  -1.1654578e+04   6.3246297e+02
   6.7153952e-08  -1.0542866e+04   4.5450937e+02
   8.6340795e-08  -1.0036304e+04   3.8254272e+02
   1.0552764e-07  -9.6037554e+03   3.2359009e+02
   1.2471448e-07  -9.2943729e+03   2.8816339e+02
   1.4390132e-07  -8.9986937e+03   2.5801470e+02
   1.6308817e-07  -8.8301370e+03   2.4526901e+02
   1.8227501e-07  -8.6463912e+03   2.2974672e+02
   2.0146185e-07  -8.4133308e+03   2.0915454e+02
   2.2064870e-07  -8.2980034e+03   2.0415486e+02
   2.3983554e-07  -8.1067820e+03   1.9149339e+02
   2.5902238e-07  -7.9356230e+03   1.7927416e+02
   2.7820923e-07  -7.7688699e+03   1.7094623e+02
   2.9739607e-07  -7.6175902e+03   1.6296810e+02
   3.1658291e-07  -7.5243401e+03   1.6495703e+02
   3.3576976e-07  -7.5024712e+03   1.7881473e+02
   3.5495660e-07  -7.3646657e+03   1.7308173e+02
   3.7414344e-07  -7.2454755e+03   1.7188253e+02
   3.9333029e-07  -7.1208364e+03   1.6860284e+02
   4.1251713e-07  -6.9910956e+03   1.6563992e+02
   4.3170397e-07  -6.8556277e+03   1.6098628e+02
   4.5089082e-07  -6.7209723e+03   1.5642194e+02
   4.7007766e-07  -6.5934659e+03   1.5301577e+02
   4.8926450e-07  -6.4653697e+03   1.4953143e+02
   5.0845135e-07  -6.3387251e+03   1.4574232e+02
   5.2763819e-07  -6.2150287e+03   1.4345020e+02
   5.4682503e-07  -6.0944503e+03   1.4074113e+02
   5.6601188e-07  -5.9731452e+03   1.3819933e+02
   5.8519872e-07  -5.8541355e+03   1.3623787e+02
   6.0438556e-07  -5.7383626e+03   1.3419387e+02
   6.2357241e-07  -5.6174313e+03   1.3142172e+02
   6.4275925e-07  -5.5052786e+03   1.3046463e+02
   6.6194609e-07  -5.3866830e+03   1.2794647e+02
   6.8113294e-07  -5.2691690e+03   1.2558511e+02
   7.0031978e-07  -5.1492212e+03   1.2245236e+02
   7.1950662e-07  -5.0432750e+03   1.2232641e+02
   7.3869347e-07  -4.9228924e+03   1.1899401e+02
   7.5788031e-07  -4.8220370e+03   1.1974876e+02
   7.7706715e-07  -4.7101814e+03   1.1820100e+02
   7.9625400e-07  -4.6215369e+03   1.2143308e+02
   8.1544084e-07  -4.5008455e+03   1.1765552e+02
   8.3462768e-07  -4.3839265e+03   1.1450659e+02
   8.5381453e-07  -4.2837314e+03   1.1489237e+02
   8.7300137e-07  -4.1680949e+03   1.1167753e+02
   8.9218821e-07  -4.0536357e+03   1.0877363e+02
   9.1137506e-07  -3.9641773e+03   1.1139826e+02
   9.3056190e-07  -3.8605178e+03   1.1071317e+02
   9.4974874e-07  -3.7292046e+03   1.0321597e+02
