 4.03672263e+00 -3.30475555e+00 2.56132774e+00 3.43049635e+00	 4.03672263e+00 1.35278157e-01 3.41005021e-01 3.43049635e+00
 1.87277409e+01 -7.87612020e+00 1.90028025e+00 3.68746738e+00	 1.87277409e+01 -7.65791551e-02 3.76339126e-01 3.68746738e+00
 3.16252764e+01 -1.10422217e+01 1.67664019e+00 3.68365986e+00	 3.16252764e+01 -1.09579829e-01 4.16895926e-01 3.68365986e+00
 4.43040950e+01 -1.40854075e+01 1.46046944e+00 3.66378164e+00	 4.43040950e+01 -2.65640190e-02 3.49973262e-01 3.66378164e+00
 5.71649542e+01 -1.70847442e+01 1.47549865e+00 3.72763609e+00	 5.71649542e+01 3.30114292e-01 4.74489141e-01 3.72763609e+00
 6.99064598e+01 -1.97909861e+01 1.43840504e+00 3.65294718e+00	 6.99064598e+01 7.71801593e-01 4.08294239e-01 3.65294718e+00
 8.25079940e+01 -2.25827844e+01 1.31168773e+00 3.64982060e+00	 8.25079940e+01 1.40712166e+00 3.98336396e-01 3.64982060e+00
 9.52509894e+01 -2.50616694e+01 1.07587929e+00 3.69221362e+00	 9.52509894e+01 2.34187729e+00 4.74205105e-01 3.69221362e+00
 1.08278389e+02 -2.72385332e+01 8.02689005e-01 3.64892305e+00	 1.08278389e+02 3.47225445e+00 4.19421382e-01 3.64892305e+00
 1.21300111e+02 -2.91171305e+01 4.20474343e-01 3.38539753e+00	 1.21300111e+02 4.61883917e+00 4.31984809e-01 3.38539753e+00
