 2.78949202e+00 0.00000000e+00 7.08731654e-02 1.86309618e+00	 2.78949202e+00 0.00000000e+00 5.03037653e-01 1.86309618e+00
 1.07415505e+01 -1.53570470e-01 2.83644725e-01 2.10623137e+00	 1.07415505e+01 -1.14368431e+00 1.10077790e+00 2.10623137e+00
 1.82180177e+01 -2.15407688e-01 3.93314204e-01 2.14485064e+00	 1.82180177e+01 -1.73809610e+00 9.97721240e-01 2.14485064e+00
 2.56539966e+01 -2.84161293e-01 3.46605908e-01 2.11117101e+00	 2.56539966e+01 -2.14410494e+00 8.97445427e-01 2.11117101e+00
 3.29915181e+01 -3.72132663e-01 3.65743500e-01 2.12069722e+00	 3.29915181e+01 -2.44451142e+00 6.71113079e-01 2.12069722e+00
 4.03388637e+01 -5.08318140e-01 3.56452099e-01 2.12796334e+00	 4.03388637e+01 -2.84737761e+00 5.23177084e-01 2.12796334e+00
 4.76499367e+01 -7.01181283e-01 2.87247632e-01 2.13160616e+00	 4.76499367e+01 -3.37567435e+00 3.80942686e-01 2.13160616e+00
 5.50927486e+01 -1.07913694e+00 2.05548672e-01 2.12207108e+00	 5.50927486e+01 -3.77238943e+00 3.93456369e-01 2.12207108e+00
 6.24704253e+01 -1.41960277e+00 1.61201104e-01 2.09905784e+00	 6.24704253e+01 -4.40213049e+00 3.06389000e-01 2.09905784e+00
 6.94137468e+01 -1.76026404e+00 1.21990972e-01 1.91113563e+00	 6.94137468e+01 -5.05859980e+00 2.16711539e-01 1.91113563e+00
