   2.5000750e+03  -1.6277460e+04   8.3471701e+01
   5.0000500e+03  -1.0411638e+04  -2.8251000e+03
   7.5000250e+03  -2.2147186e+03  -5.2487337e+03
   1.0000000e+04   7.2574453e+03  -6.8535990e+03
   2.0000000e-01  -1.2890543e+02   7.6858433e+02
   5.0001500e+03  -1.9332062e+03  -1.8836483e+03
   1.0000100e+04   2.1546004e+04   2.1010535e+02
   1.5000050e+04   4.5664409e+04   4.5866148e+03
   2.0000000e+04   7.0126437e+04   1.0057437e+04
   3.0000000e-01  -1.3237977e+02   7.7344650e+02
   7.5002250e+03   1.4014203e+04   2.4561152e+03
   1.5000150e+04   5.1549800e+04   1.0477574e+04
   2.2500075e+04   9.1154162e+04   2.0246394e+04
   3.0000000e+04   1.3341092e+05   3.1677616e+04
   4.0000000e-01  -1.3293617e+02   7.7425856e+02
   1.0000300e+04   2.4299036e+04   6.4460796e+03
   2.0000200e+04   7.4508365e+04   1.8673283e+04
   3.0000100e+04   1.3112358e+05   3.4740155e+04
   4.0000000e+04   1.9556806e+05   5.5899241e+04
   5.0000000e-01  -1.2811733e+02   7.7661169e+02
   1.2500375e+04   3.5338452e+04   1.0106406e+04
   2.5000250e+04   1.0267114e+05   2.8464564e+04
   3.7500125e+04   1.8522121e+05   5.6746149e+04
   5.0000000e+04   2.8802681e+05   1.0146340e+05
   6.0000000e-01  -1.2272395e+02   7.8761217e+02
   1.5000450e+04   4.8664541e+04   1.4619245e+04
   3.0000300e+04   1.4017842e+05   4.4147531e+04
   4.5000150e+04   2.6454648e+05   1.0101954e+05
   6.0000000e+04   4.3560259e+05   2.1833725e+05
   7.0000000e-01  -1.1646763e+02   7.9828632e+02
   1.7500525e+04   6.4691395e+04   2.0132420e+04
   3.5000350e+04   1.9133613e+05   6.9637199e+04
   5.2500175e+04   3.8589584e+05   1.9924567e+05
   7.0000000e+04   6.3748359e+05   5.8648696e+05
   8.0000000e-01  -1.1320999e+02   8.1235255e+02
   2.0000600e+04   8.3767593e+04   2.7232619e+04
   4.0000400e+04   2.6258441e+05   1.1635710e+05
   6.0000200e+04   5.4705309e+05   4.7133716e+05
   8.0000000e+04   9.7035881e+04   1.4694990e+06
   9.0000000e-01  -1.0947760e+02   8.3187792e+02
   2.2500675e+04   1.0795317e+05   3.7232007e+04
   4.5000450e+04   3.6657939e+05   2.1681612e+05
   6.7500225e+04   3.3876081e+05   1.1882334e+06
   9.0000000e+04  -8.4597339e+05   7.8940267e+05
   1.0000000e+00  -1.0173099e+02   8.4199247e+02
   2.5000750e+04   1.3732495e+05   5.2285317e+04
   5.0000500e+04   4.7207637e+05   4.6168423e+05
   7.5000250e+04  -6.5091889e+05   9.8999760e+05
   1.0000000e+05  -6.9064390e+05   3.1219963e+05
   1.1000000e+00  -9.9907151e+01   8.6373402e+02
   2.7500825e+04   1.7617198e+05   7.4617191e+04
   5.5000550e+04   3.0429848e+05   1.0064058e+06
   8.2500275e+04  -7.0342084e+05   3.9946333e+05
   1.1000000e+05  -5.3979263e+05   1.4790537e+05
   1.2000000e+00  -9.0336042e+01   8.7335131e+02
   3.0000900e+04   2.2303780e+05   1.1394951e+05
   6.0000600e+04  -4.5590626e+05   9.6507107e+05
   9.0000300e+04  -5.5381022e+05   2.0297889e+05
   1.2000000e+05  -4.4161538e+05   9.3953472e+04
   1.3000000e+00  -8.9318505e+01   8.9739395e+02
   3.2500975e+04   2.9316463e+05   1.8614369e+05
   6.5000650e+04  -6.5017724e+05   4.7299336e+05
   9.7500325e+04  -4.5915881e+05   1.1317454e+05
   1.3000000e+05  -3.8126955e+05   5.9638106e+04
   1.4000000e+00  -8.5769858e+01   9.1623530e+02
   3.5001050e+04   3.5622076e+05   3.2597840e+05
   7.0000700e+04  -5.4293616e+05   2.4175514e+05
   1.0500035e+05  -3.8867242e+05   7.5744516e+04
   1.4000000e+05  -3.3476291e+05   4.4275589e+04
   1.5000000e+00  -7.5409533e+01   9.2841195e+02
   3.7501125e+04   3.4241470e+05   5.9457889e+05
   7.5000750e+04  -4.5949699e+05   1.5053167e+05
   1.1250038e+05  -3.4751232e+05   5.7821150e+04
   1.5000000e+05  -3.0750598e+05   3.6594320e+04
   1.6000000e+00  -7.3233653e+01   9.4765000e+02
   4.0001200e+04   2.4283881e+04   9.0731438e+05
   8.0000800e+04  -3.9803769e+05   9.4327375e+04
   1.2000040e+05  -3.1413262e+05   4.0861867e+04
   1.6000000e+05  -2.8336746e+05   2.6958324e+04
   1.7000000e+00  -6.9087654e+01   9.7096907e+02
   4.2501275e+04  -3.9575606e+05   7.4354827e+05
   8.5000850e+04  -3.5044213e+05   7.1838189e+04
   1.2750042e+05  -2.8785997e+05   3.5160637e+04
   1.7000000e+05  -2.6384422e+05   2.4549541e+04
   1.8000000e+00  -6.6206655e+01   9.9296483e+02
   4.5001350e+04  -5.3282257e+05   4.4660642e+05
   9.0000900e+04  -3.1696929e+05   5.1021824e+04
   1.3500045e+05  -2.6780009e+05   2.6611906e+04
   1.8000000e+05  -2.4838228e+05   1.9005825e+04
   1.9000000e+00  -6.1849385e+01   1.0112900e+03
   4.7501425e+04  -4.9142833e+05   2.6545610e+05
   9.5000950e+04  -2.9102259e+05   4.0133825e+04
   1.4250048e+05  -2.5173814e+05   2.2306374e+04
   1.9000000e+05  -2.3577540e+05   1.6397887e+04
   2.0000000e+00  -5.7030407e+01   1.0290205e+03
   5.0001500e+04  -4.2625951e+05   1.7964326e+05
   1.0000100e+05  -2.6953218e+05   3.5664550e+04
   1.5000050e+05  -2.3775353e+05   2.1339667e+04
   2.0000000e+05  -2.2449416e+05   1.6334748e+04
   2.1000000e+00  -5.5180448e+01   1.0483925e+03
   5.2501575e+04  -3.8074545e+05   1.1795573e+05
   1.0500105e+05  -2.5244982e+05   2.7242821e+04
   1.5750052e+05  -2.2601163e+05   1.6700838e+04
   2.1000000e+05  -2.1478439e+05   1.2874844e+04
   2.2000000e+00  -4.6405843e+01   1.0654952e+03
   5.5001650e+04  -3.3859425e+05   9.2061441e+04
   1.1000110e+05  -2.3755726e+05   2.5559149e+04
   1.6500055e+05  -2.1549224e+05   1.6621320e+04
   2.2000000e+05  -2.0594503e+05   1.3256770e+04
   2.3000000e+00  -4.6004299e+01   1.0923061e+03
   5.7501725e+04  -3.1145507e+05   6.7241535e+04
   1.1500115e+05  -2.2720936e+05   2.0435067e+04
   1.7250058e+05  -2.0821288e+05   1.3477057e+04
   2.3000000e+05  -1.9988699e+05   1.0787765e+04
   2.4000000e+00  -3.7916455e+01   1.1121751e+03
   6.0001800e+04  -2.8771605e+05   5.3368054e+04
   1.2000120e+05  -2.1770220e+05   1.7923429e+04
   1.8000060e+05  -2.0130182e+05   1.2157357e+04
   2.4000000e+05  -1.9402383e+05   9.8734209e+03
   2.5000000e+00  -3.2300717e+01   1.1273944e+03
   6.2501875e+04  -2.6861714e+05   4.7187054e+04
