% Model,suppliment-workingmodel-viscolayer.mph
% Version,COMSOL 4.3.0.233
% Date,"May 21 2014, 16:19"
% Table,Probe Table 12 - 
% impart,"Total stress, y component, Boundary Probe 1","Velocity field, y component, Boundary Probe 2",distance from sphere to surface, Global Variable Probe 1
0.0,-1.235296603659135+1.2456254066151853i,2.610909162119295E-10+3.1415926458641777E-4i,5.0E-7-2.958039891549808E-6i
0.0011111111111111111,-0.7616179382324797+2.0114393117350566i,1.174618174124456E-10+3.1415939503513524E-4i,5.0E-7-2.958039891549808E-6i
0.0022222222222222222,-0.5687245667888583+2.6893783459977763i,4.432996524005722E-11+3.1415936318568785E-4i,5.0E-7-2.958039891549808E-6i
0.003333333333333333,-0.469435438352574+3.250458187065836i,2.1774031407029158E-11+3.1415933736219547E-4i,5.0E-7-2.958039891549808E-6i
0.0044444444444444444,-0.40683128977587996+3.735213202934638i,1.2723556538535542E-11+3.141593214040192E-4i,5.0E-7-2.958039891549808E-6i
0.005555555555555556,-0.36340576402342656+4.167113161661409i,8.295795685811989E-12+3.141593109946151E-4i,5.0E-7-2.958039891549808E-6i
0.006666666666666666,-0.33150023543541646+4.559759949032466i,5.822259818420552E-12+3.1415930376098213E-4i,5.0E-7-2.958039891549808E-6i
0.0077777777777777776,-0.30704346986239495+4.921667246009757i,4.3063769023627694E-12+3.141592984705807E-4i,5.0E-7-2.958039891549808E-6i
0.008888888888888889,-0.2877701448670506+5.258700765143512i,3.3122854514742612E-12+3.1415929444388426E-4i,5.0E-7-2.958039891549808E-6i
0.01,-0.2706287026822501+5.577029907750453i,2.625926288676861E-12+3.1415929128111896E-4i,5.0E-7-2.958039891549808E-6i
