 -5.00000000e-01 0.00000000e+00 0.00000000e+00 6.90574923e-01 -7.24702730e-01
 -4.89898990e-01 1.00592790e-02 1.94592811e-04 6.76623914e-01 -7.10062271e-01
 -4.79797980e-01 9.92917395e-03 3.03201900e-04 6.62672906e-01 -6.95421811e-01
 -4.69696970e-01 -6.43277218e-04 3.22726303e-04 6.48721897e-01 -6.80781352e-01
 -4.59595960e-01 -3.72692297e-04 1.70997179e-04 6.34770889e-01 -6.66140893e-01
 -4.49494949e-01 9.86008913e-03 4.71475587e-04 6.20819880e-01 -6.51500434e-01
 -4.39393939e-01 9.72329445e-03 3.20100675e-04 6.06868871e-01 -6.36859975e-01
 -4.29292929e-01 9.85305398e-03 3.24681400e-04 5.92917863e-01 -6.22219516e-01
 -4.19191919e-01 9.77628441e-03 3.87411347e-04 5.78966854e-01 -6.07579056e-01
 -4.09090909e-01 4.75117817e-04 -2.41788024e-04 5.65015846e-01 -5.92938597e-01
 -3.98989899e-01 -4.24350726e-04 2.82956566e-04 5.51064837e-01 -5.78298138e-01
 -3.88888889e-01 1.85383231e-04 -7.81217350e-05 5.37113829e-01 -5.63657679e-01
 -3.78787879e-01 1.02600196e-02 1.22752098e-04 5.23162820e-01 -5.49017220e-01
 -3.68686869e-01 7.58172007e-04 -6.65132963e-05 5.09211812e-01 -5.34376760e-01
 -3.58585859e-01 -3.32736581e-04 1.04935025e-04 4.95260803e-01 -5.19736301e-01
 -3.48484848e-01 9.82070234e-03 3.71169133e-04 4.81309795e-01 -5.05095842e-01
 -3.38383838e-01 9.58153266e-03 4.11394994e-04 4.67358786e-01 -4.90455383e-01
 -3.28282828e-01 3.49047534e-04 -1.44141090e-04 4.53407778e-01 -4.75814924e-01
 -3.18181818e-01 2.70411162e-04 1.00391834e-05 4.39456769e-01 -4.61174464e-01
 -3.08080808e-01 1.01755341e-02 3.78369828e-04 4.25505760e-01 -4.46534005e-01
 -2.97979798e-01 -2.46050894e-04 2.04373050e-04 4.11554752e-01 -4.31893546e-01
 -2.87878788e-01 1.00641379e-02 3.21885559e-04 3.97603743e-01 -4.17253087e-01
 -2.77777778e-01 1.02883465e-02 9.67401533e-05 3.83652735e-01 -4.02612628e-01
 -2.67676768e-01 1.01847882e-02 1.07720506e-04 3.69701726e-01 -3.87972169e-01
 -2.57575758e-01 9.85671939e-03 3.25325992e-04 3.55750718e-01 -3.73331709e-01
 -2.47474747e-01 1.00652839e-02 3.33681825e-04 3.41799709e-01 -3.58691250e-01
 -2.37373737e-01 1.01526045e-02 2.13736104e-04 3.27848701e-01 -3.44050791e-01
 -2.27272727e-01 9.99072674e-03 4.01507791e-04 3.13897692e-01 -3.29410332e-01
 -2.17171717e-01 9.82357343e-03 5.30185608e-04 2.99946684e-01 -3.14769873e-01
 -2.07070707e-01 9.21859799e-03 5.58470609e-04 2.85995675e-01 -3.00129413e-01
 -1.96969697e-01 -7.49121364e-04 -3.61579217e-04 2.72044667e-01 -2.85488954e-01
 -1.86868687e-01 8.55259916e-03 -6.88553317e-04 2.58093658e-01 -2.70848495e-01
 -1.76767677e-01 8.64330257e-03 -1.97438301e-03 2.44142649e-01 -2.56208036e-01
 -1.66666667e-01 1.06524399e-02 -3.87861152e-03 2.30191641e-01 -2.41567577e-01
 -1.56565657e-01 2.90246017e-03 -5.20271829e-03 2.16240632e-01 -2.26927117e-01
 -1.46464646e-01 7.47859389e-03 -5.83211265e-03 2.02289624e-01 -2.12286658e-01
 -1.36363636e-01 2.24648393e-02 -4.08446666e-03 1.88338615e-01 -1.97646199e-01
 -1.26262626e-01 1.81301455e-02 -1.18701473e-04 1.74387607e-01 -1.83005740e-01
 -1.16161616e-01 2.28212748e-02 7.18937223e-03 1.60436598e-01 -1.68365281e-01
 -1.06060606e-01 2.70911848e-02 1.67984204e-02 1.46485590e-01 -1.53724821e-01
 -9.59595960e-02 3.78501482e-02 2.98952671e-02 1.32534581e-01 -1.39084362e-01
 -8.58585859e-02 3.71701713e-02 4.39318330e-02 1.18583573e-01 -1.24443903e-01
 -7.57575758e-02 2.59253807e-02 5.93939444e-02 1.04632564e-01 -1.09803444e-01
 -6.56565657e-02 2.39314904e-02 7.50942323e-02 9.06815555e-02 -9.51629847e-02
 -5.55555556e-02 1.20545052e-02 9.00662534e-02 7.67305470e-02 -8.05225255e-02
 -4.54545455e-02 2.30975388e-04 1.02207341e-01 6.27795384e-02 -6.58820664e-02
 -3.53535354e-02 -2.27891766e-02 1.11989325e-01 4.88285299e-02 -5.12416072e-02
 -2.52525253e-02 -3.32259089e-02 1.18788924e-01 3.48775213e-02 -3.66011480e-02
 -1.51515152e-02 -3.28277550e-02 1.23597260e-01 2.09265128e-02 -2.19606888e-02
 -5.05050505e-03 -4.69694579e-02 1.25520419e-01 6.97550427e-03 -7.32022959e-03
 5.05050505e-03 -4.86590759e-02 1.26510940e-01 -6.97550427e-03 7.32022959e-03
 1.51515152e-02 -5.23259348e-02 1.28722937e-01 -2.09265128e-02 2.19606888e-02
 2.52525253e-02 -4.94482643e-02 1.32914277e-01 -3.48775213e-02 3.66011480e-02
 3.53535354e-02 -5.74550918e-02 1.38155613e-01 -4.88285299e-02 5.12416072e-02
 4.54545455e-02 -6.79743904e-02 1.45324315e-01 -6.27795384e-02 6.58820664e-02
 5.55555556e-02 -8.73819485e-02 1.52824001e-01 -7.67305470e-02 8.05225255e-02
 6.56565657e-02 -9.04997482e-02 1.62285796e-01 -9.06815555e-02 9.51629847e-02
 7.57575758e-02 -1.02598887e-01 1.71947900e-01 -1.04632564e-01 1.09803444e-01
 8.58585859e-02 -1.23700303e-01 1.82032090e-01 -1.18583573e-01 1.24443903e-01
 9.59595960e-02 -1.36772247e-01 1.93059109e-01 -1.32534581e-01 1.39084362e-01
 1.06060606e-01 -1.41016688e-01 2.04549809e-01 -1.46485590e-01 1.53724821e-01
 1.16161616e-01 -1.62372629e-01 2.15940334e-01 -1.60436598e-01 1.68365281e-01
 1.26262626e-01 -1.75976148e-01 2.28077094e-01 -1.74387607e-01 1.83005740e-01
 1.36363636e-01 -1.89920733e-01 2.40635394e-01 -1.88338615e-01 1.97646199e-01
 1.46464646e-01 -2.02518392e-01 2.52895986e-01 -2.02289624e-01 2.12286658e-01
 1.56565657e-01 -2.08799844e-01 2.66255404e-01 -2.16240632e-01 2.26927117e-01
 1.66666667e-01 -2.22561369e-01 2.79101104e-01 -2.30191641e-01 2.41567577e-01
 1.76767677e-01 -2.36160193e-01 2.92095060e-01 -2.44142649e-01 2.56208036e-01
 1.86868687e-01 -2.49737862e-01 3.05123291e-01 -2.58093658e-01 2.70848495e-01
 1.96969697e-01 -2.63708797e-01 3.18577968e-01 -2.72044667e-01 2.85488954e-01
 2.07070707e-01 -2.77412722e-01 3.31951025e-01 -2.85995675e-01 3.00129413e-01
 2.17171717e-01 -2.91770508e-01 3.45703101e-01 -2.99946684e-01 3.14769873e-01
 2.27272727e-01 -3.05045930e-01 3.58894665e-01 -3.13897692e-01 3.29410332e-01
 2.37373737e-01 -3.26847569e-01 3.72763119e-01 -3.27848701e-01 3.44050791e-01
 2.47474747e-01 -3.32442639e-01 3.85917676e-01 -3.41799709e-01 3.58691250e-01
 2.57575758e-01 -3.47461419e-01 4.00459333e-01 -3.55750718e-01 3.73331709e-01
 2.67676768e-01 -3.68457874e-01 4.13836006e-01 -3.69701726e-01 3.87972169e-01
 2.77777778e-01 -3.75139062e-01 4.27973788e-01 -3.83652735e-01 4.02612628e-01
 2.87878788e-01 -3.89148709e-01 4.41764481e-01 -3.97603743e-01 4.17253087e-01
 2.97979798e-01 -4.02982532e-01 4.55591213e-01 -4.11554752e-01 4.31893546e-01
 3.08080808e-01 -4.16509010e-01 4.69231225e-01 -4.25505760e-01 4.46534005e-01
 3.18181818e-01 -4.30833023e-01 4.83389103e-01 -4.39456769e-01 4.61174464e-01
 3.28282828e-01 -4.44800515e-01 4.97319184e-01 -4.53407778e-01 4.75814924e-01
 3.38383838e-01 -4.58756891e-01 5.11276577e-01 -4.67358786e-01 4.90455383e-01
 3.48484848e-01 -4.78977145e-01 5.25008337e-01 -4.81309795e-01 5.05095842e-01
 3.58585859e-01 -4.86495491e-01 5.39127780e-01 -4.95260803e-01 5.19736301e-01
 3.68686869e-01 -5.00528490e-01 5.52978752e-01 -5.09211812e-01 5.34376760e-01
 3.78787879e-01 -5.14332463e-01 5.66917499e-01 -5.23162820e-01 5.49017220e-01
 3.88888889e-01 -5.28805648e-01 5.81402618e-01 -5.37113829e-01 5.63657679e-01
 3.98989899e-01 -5.42295106e-01 5.94807500e-01 -5.51064837e-01 5.78298138e-01
 4.09090909e-01 -5.56256321e-01 6.08721933e-01 -5.65015846e-01 5.92938597e-01
 4.19191919e-01 -5.70468976e-01 6.22792005e-01 -5.78966854e-01 6.07579056e-01
 4.29292929e-01 -5.84603368e-01 6.36825816e-01 -5.92917863e-01 6.22219516e-01
 4.39393939e-01 -5.97614813e-01 6.50192942e-01 -6.06868871e-01 6.36859975e-01
 4.49494949e-01 -6.16463404e-01 6.64253970e-01 -6.20819880e-01 6.51500434e-01
 4.59595960e-01 -6.26522686e-01 6.78491034e-01 -6.34770889e-01 6.66140893e-01
 4.69696970e-01 -6.39697656e-01 6.91761818e-01 -6.48721897e-01 6.80781352e-01
 4.79797980e-01 -6.54006879e-01 7.05351186e-01 -6.62672906e-01 6.95421811e-01
 4.89898990e-01 -6.67579558e-01 7.18632540e-01 -6.76623914e-01 7.10062271e-01
 5.00000000e-01 -6.82416581e-01 7.30963481e-01 -6.90574923e-01 7.24702730e-01
